Time,Utot,TinH2,TinAIR,ToutH2,TinWAT,I,PoutAIR,HrAIRFC,ToutAIR
548.124256,,29.0047,46.7149,39.5279,53.6018,69.9675,1268.293,52.2028,51.1243
548.2249331,,29.0074,46.7502,39.5156,53.6045,69.9675,1268.4011,52.2142,51.1225
548.3256095,,29.0097,46.7686,39.5257,53.6526,69.968,1268.3954,52.235,51.1249
548.4262864,,29.0122,46.7663,39.5334,53.6567,69.9695,1268.3328,52.2466,51.1301
548.5269637,,29.0127,46.7587,39.54,53.6522,69.97,1268.2986,52.1483,51.1218
548.6276406,,29.0109,46.7649,39.5292,53.6595,69.9695,1268.2872,52.1191,51.1306
548.7283178,,29.0104,46.7849,39.522,53.6663,69.97,1268.3555,52.2031,51.1413
548.828995,,29.0095,46.7954,39.5382,53.6646,69.9705,1268.236,52.2537,51.1401
548.9296722,,29.0084,46.8047,39.5046,53.6724,69.971,1268.2132,52.2237,51.1421
549.0303491,,29.0107,46.7857,39.4958,53.6239,69.972,1268.2473,52.1098,51.1547
549.1310261,,29.0138,46.7942,39.4978,53.6173,69.9715,1268.4579,52.1214,51.1486
549.2317033,,29.0157,46.7939,39.5076,53.5907,69.9715,1268.5433,52.2262,51.1474
549.3323805,,29.0149,46.7856,39.5072,53.5891,69.972,1268.3669,52.2074,51.1525
549.4330576,,29.0185,46.8093,39.532,53.5868,69.9715,1268.3157,52.1997,51.1523
549.5337344,,29.0215,46.8127,39.5111,53.588,69.972,1268.4751,52.2817,51.1606
549.6344114,,29.0253,46.8192,39.5749,53.592,69.973,1268.6174,52.3045,51.1626
549.7350884,,29.0271,46.8364,39.5519,53.5944,69.973,1268.5662,52.2333,51.1558
549.8357654,,29.0304,46.8323,39.5607,53.589,69.9725,1268.5833,52.2163,51.1481
549.9364424,,29.0331,46.8203,39.5868,53.5841,69.9725,1268.4468,52.2318,51.1441
550.0371194,,29.0319,46.8412,39.6696,53.6444,69.972,1268.407,52.246,51.1418
550.1377965,,29.0273,46.8362,39.6991,53.6388,69.971,1268.2192,52.2838,51.1418
550.2384733,,29.0244,46.8201,39.7075,53.6631,69.972,1268.111,52.1804,51.1513
550.3391502,,29.0252,46.8223,39.739,53.6671,69.972,1268.2078,52.1919,51.1479
550.4398274,,29.02,46.8058,39.7236,53.6675,69.9735,1268.2078,52.1981,51.1471
550.5405048,,29.0127,46.8139,39.7568,53.6753,69.9725,1268.1167,52.1082,51.1472
550.6411819,,29.0054,46.8189,39.7084,53.6717,69.972,1267.9573,52.1015,51.1427
550.741859,,28.9973,46.7947,39.6931,53.6648,69.9725,1267.9402,52.0933,51.1375
550.8425361,,28.9857,46.8008,39.7065,53.676,69.9725,1268.0426,52.0598,51.1448
550.9432133,,28.9723,46.8043,39.7078,53.6823,69.9725,1268.1848,52.0604,51.1463
551.0438904,,28.9568,46.7961,39.6631,53.6449,69.973,1268.1165,52.1221,51.1354
551.1445675,,28.9369,46.8046,39.6522,53.6595,69.973,1268.1734,52.0695,51.1374
551.2452445,,28.9139,46.8208,39.6625,53.6651,69.9745,1268.2019,52.0387,51.1378
551.3459217,,28.8859,46.8195,39.6395,53.6725,69.975,1268.3612,52.0224,51.1402
551.4465987,,28.8583,46.8163,39.6195,53.6734,69.975,1268.5149,52.0143,51.1348
551.5472755,,28.8299,46.8001,39.6291,53.6515,69.975,1268.6344,52.0218,51.1324
551.6479526,,28.7991,46.801,39.6235,53.6534,69.975,1268.7653,52.0308,51.1401
551.7486298,,28.7735,46.7967,39.6564,53.649,69.9765,1268.8848,52.1356,51.1555
551.8493067,,28.7489,46.7955,39.6648,53.655,69.978,1268.8734,52.1576,51.1656
551.9499837,,28.7244,46.8005,39.6761,53.6585,69.978,1268.7767,52.2272,51.1744
552.0506609,,28.7021,46.7881,39.6875,53.6818,69.978,1268.7596,52.1901,51.1789
552.151338,,28.6851,46.7629,39.6921,53.6908,69.98,1268.7027,52.1726,51.1982
552.2520152,,28.6698,46.7337,39.6773,53.7016,69.979,1268.6629,52.1743,51.2013
552.3526924,,28.6602,46.7201,39.7079,53.6917,69.9795,1268.6003,52.2108,51.1893
552.4533697,,28.6516,46.7146,39.7483,53.6911,69.9814,1268.4068,52.2263,51.1903
552.5540469,,28.6428,46.709,39.7285,53.7179,69.9834,1268.2475,52.2027,51.1865
552.6547239,,28.6387,46.6807,39.726,53.714,69.9839,1268.0028,52.3001,51.1761
552.755401,,28.6287,46.6735,39.7279,53.7176,69.9839,1267.8207,52.2106,51.1558
552.8560781,,28.6209,46.6524,39.7232,53.7111,69.9873,1267.724,52.205,51.1396
552.9567553,,28.6153,46.6465,39.6961,53.6991,69.9893,1267.724,52.2542,51.1235
553.0574343,,28.6095,46.647,39.6805,53.7082,69.9888,1267.6955,52.2083,51.1288
553.1581116,,28.6024,46.6487,39.6747,53.6966,69.9902,1267.7524,52.226,51.111
553.2587888,,28.5978,46.6484,39.6916,53.69,69.9902,1267.667,52.2312,51.1115
553.3594656,,28.5927,46.6573,39.675,53.6916,69.9902,1267.5532,52.2078,51.1175
553.4601426,,28.5898,46.6389,39.6633,53.6922,69.9888,1267.667,52.2877,51.1231
553.5608195,,28.5952,46.6393,39.6643,53.6838,69.9951,1267.4963,52.3829,51.1279
553.6614967,,28.5998,46.6482,39.6527,53.6823,70.0029,1267.7467,52.2884,51.1291
553.7621738,,28.6076,46.658,39.6175,53.6892,70.0097,1267.9117,52.2599,51.1372
553.862851,,28.6169,46.6644,39.6139,53.6708,70.0136,1268.0141,52.3078,51.1303
553.963528,,28.63,46.6679,39.6102,53.6724,70.0209,1268.1165,52.1941,51.131
554.064203,,28.6431,46.6634,39.6378,53.661,70.0297,1268.2417,52.2226,51.1169
554.1648806,,28.6562,46.6649,39.6273,53.6618,70.0351,1268.0596,52.2118,51.11
554.2655578,,28.6666,46.6698,39.6011,53.6592,70.0429,1268.1563,52.2056,51.102
554.3662352,,28.6741,46.673,39.5665,53.6531,70.0492,1268.3441,52.2316,51.0998
554.4669125,,28.6799,46.6837,39.5347,53.6441,70.055,1268.2075,52.1858,51.0929
554.5675897,,28.6802,46.6887,39.5368,53.6473,70.0555,1268.0424,52.1077,51.0887
554.6682668,,28.6771,46.6843,39.5441,53.6525,70.056,1267.4676,52.0967,51.0824
554.7689438,,28.6722,46.6689,39.5695,53.6366,70.056,1267.4619,52.1512,51.0742
554.8696209,,28.6657,46.6682,39.5486,53.6358,70.0555,1267.4392,52.087,51.0796
554.970298,,28.6552,46.6644,39.5911,53.6444,70.055,1267.4848,52.0529,51.0835
555.0709753,,28.645,46.6675,39.5441,53.6567,70.0555,1267.7466,52.1223,51.0881
555.1716515,,28.6322,46.6639,39.5264,53.6631,70.0565,1268.0482,52.1243,51.0803
555.2723286,,28.6186,46.663,39.5216,53.6622,70.056,1268.1848,52.1384,51.0875
555.3730054,,28.6023,46.6445,39.5103,53.6701,70.057,1267.536,52.1354,51.0875
555.4736824,,28.5878,46.6288,39.4917,53.6771,70.0575,1267.701,52.0998,51.0868
555.5743594,,28.5682,46.6089,39.4556,53.6721,70.058,1267.7921,52.2023,51.0745
555.6750366,,28.5526,46.5992,39.4188,53.6608,70.058,1268.1279,52.2208,51.0741
555.7757148,,28.5363,46.6062,39.377,53.6507,70.0585,1268.219,52.1496,51.0885
555.8763918,,28.5245,46.5981,39.3587,53.6716,70.0585,1267.8889,52.1486,51.0917
555.9770692,,28.5145,46.5737,39.2757,53.6631,70.0585,1267.9173,52.1544,51.0873
556.0777462,,28.5085,46.5549,39.2526,53.6597,70.0585,1267.5929,52.0575,51.0845
556.1784234,,28.5077,46.5558,39.256,53.6406,70.058,1267.6896,52.0896,51.0873
556.2791007,,28.5091,46.5668,39.2409,53.6351,70.057,1267.4392,52.1033,51.0667
556.3797779,,28.5185,46.5642,39.2425,53.6272,70.056,1267.9059,52.068,51.0733
556.4804549,,28.5301,46.5793,39.2355,53.6176,70.056,1267.7637,52.0797,51.0761
556.5811322,,28.5471,46.5856,39.2572,53.6119,70.055,1267.8946,51.9926,51.0863
556.6818092,,28.5664,46.5963,39.2429,53.6081,70.0535,1267.906,51.9837,51.0875
556.7824852,,28.5879,46.5925,39.2449,53.6332,70.0511,1267.5987,52.0966,51.0878
556.8831621,,28.6065,46.5903,39.2077,53.6268,70.0506,1267.758,52.1792,51.0971
556.983839,,28.6229,46.6053,39.1927,53.6235,70.0491,1267.445,52.2037,51.1039
557.0845162,,28.6381,46.6091,39.233,53.6135,70.0476,1267.3142,52.199,51.1066
557.1851931,,28.6539,46.5887,39.2503,53.6256,70.0466,1266.9557,52.2205,51.1213
557.2858699,,28.6703,46.557,39.2548,53.6227,70.0476,1266.9557,52.2187,51.1367
557.386547,,28.6852,46.5445,39.2594,53.6194,70.0476,1266.8362,52.2469,51.1345
557.4872242,,28.6987,46.5147,39.2711,53.6247,70.0466,1267.1093,52.2437,51.1357
557.5879012,,28.7148,46.4919,39.265,53.6281,70.0456,1267.4336,52.2366,51.1379
557.6885783,,28.728,46.5017,39.3281,53.6122,70.0451,1267.0921,52.276,51.141
557.7892556,,28.7407,46.5032,39.4508,53.6127,70.0475,1267.4335,52.1609,51.1341
557.8899329,,28.753,46.4985,39.4656,53.606,70.0475,1267.2742,52.0989,51.1235
557.99061,,28.7686,46.4832,39.5241,53.6048,70.0475,1267.2059,52.1077,51.1238
558.091287,,28.7793,46.4717,39.5239,53.6055,70.048,1267.5359,52.1342,51.1236
558.1919642,,28.7898,46.4766,39.4956,53.5445,70.0475,1267.2855,52.0802,51.1258
558.2926414,,28.7997,46.4947,39.4865,53.5488,70.047,1267.4506,52.0732,51.1271
558.3933183,,28.8073,46.5292,39.473,53.5646,70.0446,1267.6725,52.0438,51.1373
558.4939953,,28.8143,46.5667,39.4665,53.5721,70.0451,1267.3254,52.0155,51.1451
558.5946724,,28.8193,46.5947,39.4762,53.5708,70.0456,1267.1946,52.0909,51.147
558.6953493,,28.8234,46.5877,39.4369,53.5801,70.0471,1267.5418,52.2303,51.1545
558.7960263,,28.826,46.5841,39.3113,53.5837,70.0451,1266.95,52.2485,51.1653
558.8967032,,28.8261,46.5923,39.3855,53.5821,70.0466,1267.3085,52.259,51.1676
558.9973803,,28.8253,46.5885,39.3411,53.5521,70.0471,1267.6215,52.249,51.1704
559.0980573,,28.828,46.5873,39.3038,53.5654,70.0466,1267.576,52.2511,51.1808
559.1987344,,28.8297,46.5731,39.3219,53.6314,70.0466,1268.1109,52.2473,51.186
559.2994115,,28.8325,46.5443,39.3089,53.6374,70.0461,1268.071,52.2317,51.1909
559.4000889,,28.8366,46.505,39.2842,53.6317,70.0485,1267.9572,52.2428,51.1807
559.5007661,,28.8409,46.4816,39.2733,53.6299,70.0475,1268.0084,52.2638,51.1833
559.6014441,,28.8446,46.4798,39.236,53.6299,70.048,1268.0311,52.1556,51.1878
559.7021212,,28.848,46.4833,39.2216,53.6434,70.0465,1268.4636,52.0914,51.1877
559.8027983,,28.8567,46.4401,39.2109,53.6453,70.0475,1268.7083,52.1084,51.1869
559.9034754,,28.8659,46.4045,39.138,53.6562,70.047,1268.8164,52.0852,51.1901
560.0041525,,28.8731,46.3874,39.1521,53.6925,70.0465,1268.3498,52.0687,51.1898
560.1048297,,28.8806,46.3834,39.156,53.6855,70.048,1268.1335,52.0313,51.1842
560.2055068,,28.8853,46.3969,39.1121,53.6816,70.0485,1267.9287,52.0527,51.1738
560.3061839,,28.8895,46.4073,39.1678,53.6764,70.0495,1267.8946,52.0777,51.1645
560.4068607,,28.8905,46.4147,39.1816,53.6799,70.0485,1268.1279,52.0653,51.1648
560.5075376,,28.8905,46.4121,39.2526,53.6865,70.0495,1268.3157,52.0376,51.1614
560.6082136,,28.8895,46.4047,39.2524,53.6978,70.0481,1268.1962,52.0456,51.1621
560.7088908,,28.8902,46.4001,39.2962,53.6969,70.0477,1267.9799,51.9059,51.1606
560.809568,,28.8878,46.4368,39.3042,53.682,70.0463,1268.1278,51.8922,51.1522
560.9102454,,28.8866,46.4705,39.2865,53.679,70.0448,1268.0652,51.9232,51.1498
561.0109223,,28.8834,46.5025,39.2698,53.672,70.0458,1268.3554,52.0332,51.1433
561.1115993,,28.879,46.5114,39.2587,53.6683,70.0438,1268.3896,52.0497,51.1372
561.2122763,,28.8778,46.5098,39.2701,53.5919,70.0438,1268.418,52.0899,51.1379
561.3129533,,28.8737,46.5204,39.2297,53.6014,70.0438,1268.4237,52.0751,51.1414
561.4136303,,28.8724,46.5246,39.2932,53.6093,70.0448,1268.3099,52.0849,51.1514
561.5143073,,28.8719,46.5256,39.2645,53.6046,70.0434,1268.2985,52.0891,51.1561
561.6149844,,28.8736,46.5129,39.2819,53.6132,70.0443,1268.0766,52.0678,51.1712
561.7156615,,28.875,46.4923,39.3152,53.6124,70.0457,1267.8547,52.1309,51.1725
561.8163385,,28.8764,46.4911,39.3265,53.623,70.0452,1267.7182,52.1281,51.1805
561.9170153,,28.877,46.471,39.3456,53.6362,70.0467,1267.7751,52.0881,51.1913
562.0176926,,28.8796,46.4523,39.3586,53.6529,70.0467,1267.5816,51.9766,51.2069
562.1183696,,28.8829,46.4445,39.3634,53.6512,70.0477,1267.5588,52.0137,51.2055
562.2190465,,28.8867,46.449,39.3786,53.7291,70.0472,1267.5702,52.0722,51.2096
562.3197237,,28.895,46.4459,39.3945,53.719,70.0467,1267.5019,52.1408,51.2176
562.4204007,,28.9022,46.442,39.374,53.7208,70.0472,1267.0409,52.1567,51.2206
562.5210779,,28.9069,46.4349,39.3395,53.7105,70.0486,1266.7165,52.2996,51.213
562.6217549,,28.9114,46.4394,39.3028,53.6878,70.0486,1266.8246,52.4063,51.1947
562.7224317,,28.9154,46.4536,39.2519,53.6291,70.0462,1266.8303,52.3659,51.2105
562.8231087,,28.9183,46.4484,39.2305,53.6274,70.0491,1266.7335,52.3738,51.2049
562.9237856,,28.9213,46.4555,39.2379,53.6235,70.0481,1266.5856,52.3819,51.2037
563.0244625,,28.9245,46.4746,39.2432,53.6213,70.0476,1267.0409,52.5077,51.2014
563.1251395,,28.9302,46.4798,39.2771,53.6291,70.0462,1267.371,52.4988,51.2179
563.2258166,,28.9344,46.474,39.29,53.6203,70.0482,1267.6271,52.3841,51.2286
563.3264937,,28.9354,46.4702,39.2932,53.6297,70.0482,1267.8206,52.3091,51.233
563.4271709,,28.9385,46.4686,39.2639,53.6161,70.0472,1268.3442,52.3204,51.225
563.5278479,,28.9415,46.3614,39.2664,53.6169,70.0453,1268.7654,52.2225,51.2338
563.6285249,,28.9454,46.2809,39.2831,53.6326,70.0463,1268.5093,52.1732,51.2445
563.729202,,28.9489,46.1693,39.2485,53.6947,70.0482,1268.7084,52.172,51.2297
563.8298792,,28.9522,46.069,39.2613,53.6971,70.0472,1269.0499,52.1706,51.2362
563.9305563,,28.9581,45.9787,39.2469,53.6891,70.0472,1269.0271,52.184,51.2362
564.0312335,,28.9657,45.8672,39.2359,53.6833,70.0482,1268.771,52.0801,51.2381
564.1319106,,28.9709,45.829,39.2242,53.6818,70.0496,1268.3499,52.0361,51.2327
564.2325876,,28.9753,45.825,39.1927,53.6979,70.0491,1267.7637,52.0304,51.2293
564.3332646,,28.9815,45.8184,39.1678,53.6993,70.0477,1267.2117,52.0207,51.2247
564.4339417,,28.9835,45.8093,39.1595,53.7041,70.0458,1266.7906,52.0193,51.2256
564.5346188,,28.9868,45.9178,39.2294,53.7145,70.0477,1266.4036,52.004,51.2256
564.635296,,28.9896,45.996,39.2214,53.7143,70.0467,1266.5743,52.0057,51.2227
564.7359731,,28.99,46.0863,39.284,53.7066,70.0467,1266.1362,52.0447,51.2227
564.8366501,,28.9923,46.1735,39.3248,53.708,70.0462,1265.772,52.0408,51.2217
564.9373276,,28.9942,46.1807,39.3556,53.701,70.0467,1265.5046,52.0318,51.2143
565.0380045,,28.9955,46.2093,39.3989,53.6992,70.0462,1265.4306,52.1232,51.2093
565.1386816,,28.9964,46.1694,39.3853,53.7017,70.0452,1265.2314,52.1521,51.2082
565.2393588,,28.9985,46.1197,39.4027,53.6932,70.0433,1265.1575,52.183,51.2088
565.3400359,,28.9985,46.1257,39.4382,53.6857,70.0433,1265.2656,52.2165,51.2043
565.440713,,29.0025,46.1514,39.4525,53.6916,70.0443,1265.9598,52.2065,51.2135
565.54139,,29.008,46.1582,39.4123,53.6928,70.0438,1266.3012,52.2042,51.2091
565.6420671,,29.0138,46.1768,39.446,53.6856,70.0424,1266.1305,52.1907,51.2031
565.7427442,,29.0227,46.2099,39.4178,53.6904,70.04,1266.1361,52.1244,51.2121
565.8434213,,29.0308,46.2562,39.3905,53.663,70.0395,1266.2328,52.1933,51.2072
565.944098,,29.0383,46.353,39.3701,53.6703,70.0385,1266.1076,52.1853,51.2104
566.0447751,,29.0456,46.4319,39.338,53.676,70.038,1266.2385,52.1586,51.2176
566.1454522,,29.052,46.5196,39.3402,53.6687,70.038,1266.5458,52.1871,51.219
566.2461292,,29.0574,46.5872,39.3399,53.6649,70.038,1266.91,52.2237,51.2132
566.3468062,,29.0636,46.6092,39.3539,53.6688,70.036,1267.2628,52.2137,51.225
566.4474833,,29.0707,46.6208,39.3519,53.6136,70.0374,1266.9499,52.3114,51.2126
566.5481604,,29.0762,46.6281,39.3583,53.5999,70.036,1267.0068,52.2914,51.216
566.6488374,,29.0819,46.6387,39.3572,53.5985,70.0369,1267.5361,52.3064,51.2155
566.7495144,,29.0874,46.6344,39.3551,53.5996,70.0369,1268.0654,52.3314,51.2086
566.8501916,,29.0912,46.6338,39.3443,53.6273,70.0369,1267.8719,52.3702,51.2192
566.9508687,,29.0917,46.6277,39.3382,53.6227,70.0374,1268.2019,52.4063,51.2196
567.0515458,,29.0902,46.6236,39.3422,53.6096,70.035,1268.1279,52.4501,51.2076
567.152223,,29.0849,46.6148,39.3959,53.6105,70.035,1268.3612,52.4345,51.1987
567.2529001,,29.076,46.6038,39.3878,53.6134,70.0359,1268.6685,52.3836,51.2001
567.3535772,,29.064,46.5959,39.3624,53.6063,70.0393,1268.788,52.3765,51.1856
567.4542543,,29.046,46.5942,39.3658,53.6543,70.0388,1268.6571,52.2678,51.1786
567.5549315,,29.0254,46.6145,39.3516,53.6606,70.0407,1268.6628,52.256,51.1749
567.6556085,,29.0003,46.6004,39.3704,53.6514,70.0417,1268.3611,52.2131,51.169
567.7562856,,28.9697,46.5891,39.3702,53.6475,70.0451,1268.1733,52.1928,51.163
567.8569626,,28.9416,46.5603,39.3934,53.6345,70.0432,1268.3042,52.134,51.1484
567.9576397,,28.9133,46.5641,39.401,53.6337,70.0437,1268.2189,52.1219,51.1385
568.0583167,,28.8854,46.5641,39.3705,53.6431,70.0461,1268.1222,51.9831,51.1385
568.1589938,,28.8638,46.5836,39.3115,53.6361,70.0481,1268.236,52.0062,51.1287
568.2596708,,28.8449,46.594,39.2993,53.6388,70.0481,1267.7409,51.9997,51.1184
568.3603482,,28.8288,46.5865,39.2701,53.6433,70.0481,1267.5076,51.9934,51.1259
568.4610252,,28.8152,46.574,39.2582,53.6354,70.0476,1267.3824,52.1258,51.1234
568.5617023,,28.8062,46.5439,39.2523,53.6316,70.0476,1267.1036,52.1653,51.1083
568.6623796,,28.7988,46.5263,39.2201,53.6426,70.0476,1267.1264,52.273,51.1107
568.7630567,,28.7982,46.5333,39.2224,53.6508,70.0476,1267.3426,52.2983,51.115
568.8637337,,28.7981,46.5466,39.2086,53.6607,70.0491,1267.7637,52.2583,51.1197
568.9644108,,28.7996,46.5388,39.19,53.6675,70.0486,1268.1279,52.239,51.1335
569.0650883,,28.8032,46.5383,39.3067,53.6627,70.0486,1268.31,52.3807,51.1284
569.1657652,,28.8078,46.5305,39.3124,53.6703,70.0476,1267.741,52.4318,51.1388
569.2664428,,28.8133,46.5143,39.32,53.6633,70.0481,1268.3499,52.4438,51.1392
569.3671197,,28.8186,46.516,39.3153,53.6524,70.0457,1268.1223,52.4835,51.1303
569.4677969,,28.8271,46.516,39.3184,53.6607,70.0467,1268.0085,52.3512,51.1357
569.5684738,,28.8327,46.533,39.3176,53.6398,70.0457,1267.8947,52.4358,51.1361
569.6691506,,28.841,46.5419,39.3377,53.6414,70.0452,1267.6557,52.3534,51.1332
569.7698277,,28.8467,46.522,39.3635,53.6403,70.0442,1267.32,52.3307,51.1339
569.8705049,,28.8525,46.5121,39.3553,53.6384,70.0432,1266.8932,52.3113,51.1302
569.9711819,,28.8588,46.5262,39.3722,53.6365,70.0437,1267.0013,52.3138,51.1254
570.0718586,,28.8635,46.5262,39.2945,53.6317,70.0442,1266.9387,52.2157,51.128
570.1725358,,28.8696,46.5148,39.2969,53.633,70.0452,1267.3825,52.1289,51.1346
570.2732133,,28.8744,46.5169,39.3345,53.6304,70.0442,1266.8646,52.099,51.1426
570.3738903,,28.8796,46.5211,39.3633,53.6444,70.0461,1267.1662,52.0658,51.1475
570.4745673,,28.8821,46.5261,39.3654,53.64,70.0456,1267.593,52.0652,51.1525
570.5752449,,28.8864,46.5206,39.3673,53.6402,70.0456,1267.997,51.9992,51.1677
570.675922,,28.8902,46.534,39.3658,53.642,70.0456,1268.3043,51.9704,51.1737
570.776599,,28.8969,46.5641,39.3472,53.6443,70.0432,1268.7425,52.1084,51.1766
570.8772761,,28.903,46.5436,39.3565,53.6479,70.0456,1269.3002,52.2012,51.1849
570.9779532,,28.9137,46.4841,39.3782,53.651,70.0466,1268.7027,52.2186,51.1847
571.0786302,,28.9253,46.4341,39.3722,53.6557,70.0461,1268.6685,52.192,51.1903
571.1793073,,28.9302,46.4186,39.3732,53.6552,70.0437,1268.145,52.1746,51.1898
571.2799833,,28.9361,46.4281,39.3574,53.6442,70.0447,1267.9402,52.2541,51.1812
571.3806616,,28.9407,46.4171,39.367,53.6411,70.0438,1267.6101,52.2598,51.1837
571.4813387,,28.9457,46.4169,39.4016,53.6405,70.0438,1267.2459,52.3664,51.1837
571.5820154,,28.9471,46.4115,39.4016,53.6739,70.0434,1267.0069,52.339,51.1826
571.6826928,,28.945,46.397,39.4078,53.6686,70.0434,1267.0695,52.3738,51.1828
571.7833699,,28.941,46.3805,39.4081,53.6665,70.0453,1266.4947,52.3614,51.179
571.8840469,,28.9356,46.4016,39.4317,53.6556,70.0443,1265.7891,52.3173,51.1753
571.9847239,,28.9301,46.4574,39.4384,53.6457,70.0404,1265.6582,52.3252,51.1737
572.0854009,,28.9213,46.5084,39.4877,53.6112,70.0404,1265.6355,52.355,51.1713
572.186078,,28.9144,46.5344,39.5123,53.6105,70.0399,1266.1818,52.3711,51.1676
572.2867551,,28.9078,46.5471,39.544,53.6183,70.0389,1266.5801,52.3242,51.1647
572.387431,,28.9019,46.561,39.5515,53.6124,70.0384,1267.0468,52.3346,51.165
572.488108,,28.8952,46.5471,39.5548,53.6042,70.037,1267.1151,52.2712,51.1479
572.588785,,28.8924,46.5462,39.5979,53.5993,70.0384,1267.1265,52.3681,51.1489
572.6894619,,28.8918,46.5519,39.6067,53.6024,70.0379,1267.1379,52.372,51.1426
572.7901389,,28.8911,46.5299,39.611,53.5981,70.0365,1267.4054,52.2702,51.1376
572.8908161,,28.8896,46.5087,39.5883,53.6026,70.0361,1267.8663,52.2322,51.1328
572.9914933,,28.8846,46.4911,39.5815,53.6095,70.0371,1268.2305,52.1958,51.1279
573.0921705,,28.8826,46.4984,39.5575,53.6428,70.0352,1267.9118,52.1807,51.1263
573.1928476,,28.8825,46.5107,39.5797,53.6452,70.0357,1267.3826,52.1521,51.1285
573.2935247,,28.8788,46.5062,39.6712,53.6519,70.0333,1267.0184,52.1608,51.137
573.3942017,,28.8772,46.5018,39.6661,53.6568,70.0323,1266.5802,52.1571,51.1449
573.4948809,,28.8774,46.4979,39.6437,53.6695,70.0332,1266.4379,52.1292,51.1573
573.5955579,,28.8768,46.497,39.647,53.6645,70.0298,1266.2672,52.0214,51.1549
573.6962348,,28.8768,46.4837,39.6693,53.6676,70.0303,1265.9656,51.9908,51.1627
573.7969119,,28.8746,46.495,39.6693,53.6652,70.0317,1266.1648,52.0059,51.1663
573.897589,,28.8726,46.5122,39.687,53.6685,70.0317,1265.8177,52.0981,51.1738
573.998266,,28.8707,46.5073,39.7148,53.6664,70.0336,1265.5275,52.1199,51.1818
574.098943,,28.867,46.4975,39.7404,53.6734,70.036,1266.1876,52.1088,51.1806
574.19962,,28.8604,46.4837,39.7296,53.655,70.0355,1266.0965,52.1988,51.1766
574.3002973,,28.8596,46.4833,39.6163,53.6616,70.0384,1266.8078,52.2312,51.1773
574.4009763,,28.8546,46.4816,39.616,53.6616,70.0399,1267.2403,52.2377,51.1625
574.5016514,,28.8469,46.4967,39.6973,53.6407,70.0395,1267.1435,52.3074,51.1599
574.6023286,,28.8379,46.5062,39.701,53.6455,70.0424,1266.9557,52.3142,51.1609
574.7030059,,28.8281,46.5115,39.6715,53.6435,70.0429,1266.8362,52.3338,51.1586
574.803683,,28.8176,46.5195,39.6776,53.6558,70.0425,1266.3069,52.2999,51.1629
574.9043599,,28.8086,46.5215,39.682,53.6548,70.0439,1266.2898,52.251,51.1527
575.005037,,28.7969,46.5182,39.7124,53.6625,70.0439,1266.341,52.2483,51.1482
575.1057142,,28.7863,46.508,39.7003,53.66,70.0444,1266.2272,52.2551,51.1471
575.2063914,,28.7735,46.4863,39.6651,53.6852,70.0453,1266.6768,52.1913,51.1584
575.3070683,,28.756,46.4613,39.6799,53.6827,70.0463,1266.4435,52.1492,51.1553
575.4077436,,28.7383,46.4355,39.6714,53.6868,70.0472,1266.2955,52.1213,51.154
575.5084204,,28.725,46.4323,39.6019,53.7096,70.0481,1266.5687,52.0384,51.1576
575.6090973,,28.7106,46.4332,39.565,53.705,70.0472,1266.9329,52.0436,51.1445
575.7097743,,28.6979,46.4343,39.5587,53.7031,70.0458,1267.1605,52.0365,51.1326
575.8104513,,28.6893,46.4211,39.5375,53.7004,70.0467,1267.2345,52.0331,51.1293
575.9111283,,28.68,46.4187,39.5129,53.6961,70.0457,1267.4564,52.1022,51.1333
576.0118053,,28.6718,46.3138,39.4692,53.6933,70.0447,1267.4336,52.1613,51.1397
576.1124823,,28.6651,46.2202,39.4578,53.6959,70.0442,1267.2913,52.1491,51.1498
576.2131593,,28.6631,46.1384,39.4898,53.6927,70.0447,1266.984,52.1429,51.1457
576.3138364,,28.6664,46.0527,39.4973,53.691,70.0437,1267.0352,52.1304,51.1469
576.4145134,,28.6706,45.9667,39.5004,53.6648,70.0432,1267.0864,52.1788,51.1524
576.5151905,,28.6735,45.858,39.4865,53.659,70.0423,1267.1831,52.1778,51.1587
576.6158677,,28.6818,45.7476,39.5019,53.6712,70.0442,1267.0863,52.2569,51.1798
576.7165458,,28.6907,45.7335,39.5856,53.6687,70.0451,1266.9099,52.2619,51.1879
576.817223,,28.6993,45.7305,39.615,53.6609,70.0456,1267.0465,52.2754,51.1833
576.9179002,,28.7071,45.7072,39.655,53.6677,70.0466,1266.9441,52.1408,51.1845
577.0185775,,28.7143,45.813,39.7369,53.6657,70.0476,1267.4392,52.0807,51.1763
577.1192557,,28.7218,45.8925,39.7392,53.6532,70.0471,1267.6384,52.1106,51.1668
577.2199327,,28.7302,45.9752,39.7153,53.6467,70.0452,1267.6099,52.1124,51.1586
577.32061,,28.7362,46.0666,39.6875,53.6537,70.0443,1267.0067,52.1436,51.1648
577.421287,,28.7424,46.1778,39.7053,53.6852,70.0434,1266.6425,52.0991,51.1739
577.5219644,,28.7476,46.3067,39.7418,53.6906,70.0438,1266.2783,52.0946,51.1699
577.6226414,,28.7505,46.4229,39.7431,53.6757,70.0443,1266.1361,52.032,51.1508
577.7233175,,28.7502,46.4425,39.6823,53.6841,70.0453,1266.1588,52.0103,51.158
577.8239945,,28.7485,46.4601,39.6694,53.6923,70.0448,1266.0393,51.996,51.1627
